state,area_between_bounds,max_ev,date_max_ev,range_at_max,last_observation_date,model_name
Indiana,3213.475,95.95100000000001,2020-04-17,668.5,2020-04-03,-
Kansas,595.15,10.374,2020-04-23,36.0,2020-04-03,-
Kentucky,5900.949999999998,54.223,2020-04-25,115.1,2020-04-03,-
Louisiana,45.0,6.127999999999999,2020-04-17,13.0,2020-04-03,-
Massachusetts,23027.149999999998,372.69800000000004,2020-04-18,1464.05,2020-04-03,-
Maryland,5127.2999999999965,137.862,2020-04-19,783.15,2020-04-03,-
Maine,280.09999999999997,6.035,2020-04-19,28.05,2020-04-03,-
Michigan,1478.35,95.75,2020-04-17,446.075,2020-04-03,-
Minnesota,2003.9250000000004,24.456999999999997,2020-04-26,127.025,2020-04-03,-
Missouri,724.5249999999997,11.807,2020-04-18,41.12499999999989,2020-04-03,-
Mississippi,388.125,8.433,2020-04-19,28.0,2020-04-03,-
Montana,47.02499999999998,0.98,2020-04-17,4.0,2020-04-03,-
North Carolina,780.4499999999997,25.64,2020-04-17,92.025,2020-04-03,-
North Dakota,1447.525,22.063000000000002,2020-04-20,94.025,2020-04-03,-
Nebraska,1454.8999999999994,17.924,2020-04-25,86.09999999999991,2020-04-03,-
New Hampshire,72.0,1.6969999999999998,2020-04-17,6.0,2020-04-03,-
New Jersey,10375.074999999997,512.705,2020-04-18,1961.4750000000001,2020-04-03,-
New Mexico,2537.25,26.991,2020-04-22,128.075,2020-04-03,-
Nevada,2020.8500000000008,50.496,2020-04-20,214.125,2020-04-03,-
New York,6611.349999999999,504.911,2020-04-17,1738.025,2020-04-03,-
Ohio,337.17499999999995,21.224,2020-04-17,66.025,2020-04-03,-
Oklahoma,1837.6250000000005,28.555,2020-04-24,99.0,2020-04-03,-
Oregon,197.09999999999994,4.606,2020-04-21,7.024999999999981,2020-04-03,-
Pennsylvania,1026.375,28.265,2020-04-17,81.0,2020-04-03,-
Rhode Island,5804.949999999997,39.760999999999996,2020-04-29,297.549999999999,2020-04-03,-
South Carolina,1000.4249999999997,13.831,2020-04-29,51.025,2020-04-03,-
South Dakota,877.4499999999996,8.906,2020-04-27,36.0,2020-04-03,-
Tennessee,1088.3999999999999,25.349,2020-04-18,87.05,2020-04-03,-
Texas,3879.875000000002,71.70100000000001,2020-04-20,201.05,2020-04-03,-
Utah,584.2249999999999,6.6979999999999995,2020-04-26,26.025,2020-04-03,-
Virginia,3742.650000000001,59.382,2020-04-22,212.025,2020-04-03,-
Vermont,21.0,0.713,2020-04-17,2.0,2020-04-03,-
Washington,315.125,13.440999999999999,2020-04-17,37.025,2020-04-03,-
Wisconsin,1145.3249999999998,31.655,2020-04-21,101.05,2020-04-03,-
West Virginia,723.7249999999996,17.184,2020-04-17,102.05,2020-04-03,-
Wyoming,612.4499999999997,5.5760000000000005,2020-04-29,27.0749999999999,2020-04-03,-
Alaska,26.02499999999998,1.031,2020-04-28,4.0,2020-04-27,-
Alabama,328.17499999999995,11.099,2020-04-28,41.05,2020-04-27,-
Arkansas,493.3749999999999,3.685,2020-05-08,16.0,2020-04-27,-
Arizona,1999.5750000000012,16.166,2020-05-02,52.0,2020-04-27,-
California,812.175,45.011,2020-04-28,129.025,2020-04-27,-
Colorado,1254.5749999999998,33.568000000000005,2020-04-28,103.025,2020-04-27,-
Connecticut,5377.349999999998,104.416,2020-04-28,315.0,2020-04-27,-
District of Columbia,291.0,8.299,2020-04-28,32.0,2020-04-27,-
Delaware,110.04999999999995,5.003,2020-04-28,16.0,2020-04-27,-
Florida,3313.9999999999995,46.271,2020-04-28,143.075,2020-04-27,-
Georgia,5020.3499999999985,53.321999999999996,2020-05-01,169.05,2020-04-27,-
Hawaii,32.0,1.41,2020-04-28,7.0,2020-04-27,-
Iowa,818.4249999999998,7.915,2020-05-03,27.025,2020-04-27,-
Idaho,42.0,1.3730000000000002,2020-04-28,5.0,2020-04-27,-
Illinois,931.1999999999999,58.942,2020-04-28,162.075,2020-04-27,-
Indiana,602.125,27.423000000000002,2020-04-28,85.025,2020-04-27,-
Kansas,885.2499999999998,7.659,2020-05-03,25.0,2020-04-27,-
Kentucky,1226.6999999999998,15.038,2020-04-28,43.025,2020-04-27,-
Louisiana,966.1999999999999,41.048,2020-04-28,119.025,2020-04-27,-
Massachusetts,10577.199999999993,180.562,2020-04-28,551.125,2020-04-27,-
Maryland,873.4499999999998,39.873000000000005,2020-04-28,126.025,2020-04-27,-
Maine,70.04999999999995,2.222,2020-04-28,9.0,2020-04-27,-
Michigan,1370.4,75.913,2020-04-28,230.075,2020-04-27,-
Minnesota,1611.375000000001,25.99,2020-05-02,86.0,2020-04-27,-
Missouri,1105.6750000000002,14.365,2020-04-28,40.025,2020-04-27,-
Mississippi,578.2249999999999,12.561,2020-04-28,43.025,2020-04-27,-
Montana,62.02499999999998,1.7919999999999998,2020-04-28,8.0,2020-04-27,-
North Carolina,129.07499999999996,8.847000000000001,2020-04-28,30.0,2020-04-27,-
North Dakota,1083.4,5.657,2020-05-16,25.0,2020-04-27,-
Nebraska,1393.3250000000003,9.396,2020-05-14,39.0,2020-04-27,-
New Hampshire,56.049999999999955,1.9069999999999998,2020-04-28,8.0,2020-04-27,-
New Jersey,3189.375000000001,163.839,2020-04-28,462.025,2020-04-27,-
New Mexico,574.175,7.707999999999999,2020-04-28,32.0,2020-04-27,-
Nevada,210.025,6.845,2020-04-28,23.0,2020-04-27,-
New York,5667.624999999999,297.89099999999996,2020-04-28,832.025,2020-04-27,-
Ohio,268.15000000000003,18.817,2020-04-28,57.0,2020-04-27,-
Oklahoma,256.125,8.673,2020-04-28,28.025,2020-04-27,-
Oregon,130.02499999999998,2.694,2020-04-28,8.0,2020-04-27,-
Pennsylvania,1462.4250000000009,62.107,2020-04-28,184.05,2020-04-27,-
Rhode Island,1444.049999999999,23.268,2020-04-29,83.025,2020-04-27,-
South Carolina,680.3749999999998,8.699,2020-04-28,25.025,2020-04-27,-
South Dakota,174.07499999999993,0.835,2020-05-13,4.0,2020-04-27,-
Tennessee,234.0,6.0489999999999995,2020-04-28,20.0,2020-04-27,-
Texas,3246.950000000001,40.232,2020-05-01,144.0,2020-04-27,-
Utah,1906.1000000000017,11.508,2020-05-10,52.05,2020-04-27,-
Virginia,621.1499999999999,20.423,2020-04-28,66.025,2020-04-27,-
Vermont,32.0,1.013,2020-04-28,4.0,2020-04-27,-
Washington,335.24999999999994,10.036,2020-04-28,34.0,2020-04-27,-
Wisconsin,177.075,6.7170000000000005,2020-04-28,20.025,2020-04-27,-
West Virginia,25.0,1.256,2020-04-28,6.0,2020-04-27,-
Wyoming,268.225,3.529,2020-05-05,16.0,2020-04-27,-
Alaska,26.02499999999998,1.031,2020-04-28,4.0,2020-04-27,-
Alabama,328.17499999999995,11.099,2020-04-28,41.05,2020-04-27,-
Arkansas,493.3749999999999,3.685,2020-05-08,16.0,2020-04-27,-
Arizona,1999.5750000000012,16.166,2020-05-02,52.0,2020-04-27,-
California,812.175,45.011,2020-04-28,129.025,2020-04-27,-
Colorado,1254.5749999999998,33.568000000000005,2020-04-28,103.025,2020-04-27,-
Connecticut,5377.349999999998,104.416,2020-04-28,315.0,2020-04-27,-
District of Columbia,291.0,8.299,2020-04-28,32.0,2020-04-27,-
Delaware,110.04999999999995,5.003,2020-04-28,16.0,2020-04-27,-
Florida,3313.9999999999995,46.271,2020-04-28,143.075,2020-04-27,-
Georgia,5020.3499999999985,53.321999999999996,2020-05-01,169.05,2020-04-27,-
Hawaii,32.0,1.41,2020-04-28,7.0,2020-04-27,-
Iowa,818.4249999999998,7.915,2020-05-03,27.025,2020-04-27,-
Idaho,42.0,1.3730000000000002,2020-04-28,5.0,2020-04-27,-
Illinois,931.1999999999999,58.942,2020-04-28,162.075,2020-04-27,-
Indiana,602.125,27.423000000000002,2020-04-28,85.025,2020-04-27,-
Kansas,885.2499999999998,7.659,2020-05-03,25.0,2020-04-27,-
Kentucky,1226.6999999999998,15.038,2020-04-28,43.025,2020-04-27,-
Louisiana,966.1999999999999,41.048,2020-04-28,119.025,2020-04-27,-
Massachusetts,10577.199999999993,180.562,2020-04-28,551.125,2020-04-27,-
Maryland,873.4499999999998,39.873000000000005,2020-04-28,126.025,2020-04-27,-
Maine,70.04999999999995,2.222,2020-04-28,9.0,2020-04-27,-
Michigan,1370.4,75.913,2020-04-28,230.075,2020-04-27,-
Minnesota,1611.375000000001,25.99,2020-05-02,86.0,2020-04-27,-
Missouri,1105.6750000000002,14.365,2020-04-28,40.025,2020-04-27,-
Mississippi,578.2249999999999,12.561,2020-04-28,43.025,2020-04-27,-
Montana,62.02499999999998,1.7919999999999998,2020-04-28,8.0,2020-04-27,-
North Carolina,129.07499999999996,8.847000000000001,2020-04-28,30.0,2020-04-27,-
North Dakota,1083.4,5.657,2020-05-16,25.0,2020-04-27,-
Nebraska,1393.3250000000003,9.396,2020-05-14,39.0,2020-04-27,-
New Hampshire,56.049999999999955,1.9069999999999998,2020-04-28,8.0,2020-04-27,-
New Jersey,3189.375000000001,163.839,2020-04-28,462.025,2020-04-27,-
New Mexico,574.175,7.707999999999999,2020-04-28,32.0,2020-04-27,-
Nevada,210.025,6.845,2020-04-28,23.0,2020-04-27,-
New York,5667.624999999999,297.89099999999996,2020-04-28,832.025,2020-04-27,-
Ohio,268.15000000000003,18.817,2020-04-28,57.0,2020-04-27,-
Oklahoma,256.125,8.673,2020-04-28,28.025,2020-04-27,-
Oregon,130.02499999999998,2.694,2020-04-28,8.0,2020-04-27,-
Pennsylvania,1462.4250000000009,62.107,2020-04-28,184.05,2020-04-27,-
Rhode Island,1444.049999999999,23.268,2020-04-29,83.025,2020-04-27,-
South Carolina,680.3749999999998,8.699,2020-04-28,25.025,2020-04-27,-
South Dakota,174.07499999999993,0.835,2020-05-13,4.0,2020-04-27,-
Tennessee,234.0,6.0489999999999995,2020-04-28,20.0,2020-04-27,-
Texas,3246.950000000001,40.232,2020-05-01,144.0,2020-04-27,-
Utah,1906.1000000000017,11.508,2020-05-10,52.05,2020-04-27,-
Virginia,621.1499999999999,20.423,2020-04-28,66.025,2020-04-27,-
Vermont,32.0,1.013,2020-04-28,4.0,2020-04-27,-
Washington,335.24999999999994,10.036,2020-04-28,34.0,2020-04-27,-
Wisconsin,177.075,6.7170000000000005,2020-04-28,20.025,2020-04-27,-
West Virginia,25.0,1.256,2020-04-28,6.0,2020-04-27,-
Wyoming,268.225,3.529,2020-05-05,16.0,2020-04-27,-
Alaska,0.0,0.0,2020-05-05,0.0,2020-05-04,-
Alabama,10620.57499999999,29.305,2020-06-28,187.0,2020-05-04,-
Arkansas,321.04999999999995,2.439,2020-05-08,2.0,2020-05-04,-
Arizona,1948.5000000000005,13.332,2020-05-06,17.0,2020-05-04,-
California,6005.624999999996,78.809,2020-05-05,45.0,2020-05-04,-
Colorado,643.0999999999999,24.587,2020-05-05,15.0,2020-05-04,-
Connecticut,2629.4250000000006,77.336,2020-05-05,39.025000000000006,2020-05-04,-
District of Columbia,649.1249999999999,13.092,2020-05-05,11.024999999999999,2020-05-04,-
Delaware,1045.1749999999997,10.53,2020-05-05,11.0,2020-05-04,-
Florida,9079.524999999996,46.608000000000004,2020-05-05,33.0,2020-05-04,-
Georgia,9982.899999999992,60.909,2020-05-30,158.025,2020-05-04,-
Hawaii,3.0,1.0,2020-05-05,0.0,2020-05-04,-
Iowa,6489.824999999994,20.761999999999997,2020-06-09,104.025,2020-05-04,-
Idaho,40.02499999999998,1.001,2020-05-05,0.0,2020-05-04,-
Illinois,8905.074999999993,122.991,2020-05-05,85.025,2020-05-04,-
Indiana,18993.000000000004,87.421,2020-05-07,109.0,2020-05-04,-
Kansas,277.07499999999993,3.4760000000000004,2020-05-05,3.0,2020-05-04,-
Kentucky,690.1749999999998,7.994,2020-05-05,7.0,2020-05-04,-
Louisiana,972.3499999999997,43.74,2020-05-05,17.0,2020-05-04,-
Massachusetts,6656.974999999994,189.571,2020-05-05,139.0,2020-05-04,-
Maryland,1726.4000000000005,53.902,2020-05-05,36.0,2020-05-04,-
Maine,81.04999999999995,1.133,2020-05-05,1.0,2020-05-04,-
Michigan,5818.124999999998,125.541,2020-05-05,74.025,2020-05-04,-
Minnesota,5448.299999999997,41.409,2020-05-16,93.025,2020-05-04,-
Missouri,3613.550000000001,13.648,2020-05-05,14.0,2020-05-04,-
Mississippi,505.1499999999999,8.511000000000001,2020-05-05,9.0,2020-05-04,-
Montana,0.0,0.0,2020-05-05,0.0,2020-05-04,-
North Carolina,1907.3750000000005,23.471,2020-05-05,20.0,2020-05-04,-
North Dakota,41.0,1.073,2020-05-05,1.0,2020-05-04,-
Nebraska,1058.1749999999997,6.4110000000000005,2020-05-17,16.0,2020-05-04,-
New Hampshire,303.025,3.549,2020-05-06,2.0,2020-05-04,-
New Jersey,13557.374999999993,298.98,2020-05-05,189.05,2020-05-04,-
New Mexico,1006.2999999999998,8.221,2020-05-06,10.0,2020-05-04,-
Nevada,557.05,8.138,2020-05-05,4.0,2020-05-04,-
New York,7330.849999999995,406.31199999999995,2020-05-05,233.04999999999995,2020-05-04,-
Ohio,3591.1250000000036,66.22800000000001,2020-05-05,48.025000000000006,2020-05-04,-
Oklahoma,444.075,7.075,2020-05-05,6.0,2020-05-04,-
Oregon,139.04999999999998,3.02,2020-05-05,3.0,2020-05-04,-
Pennsylvania,17200.05,174.25400000000002,2020-05-06,156.0,2020-05-04,-
Rhode Island,279.025,10.632,2020-05-05,8.0,2020-05-04,-
South Carolina,2796.950000000002,22.07,2020-05-08,26.0,2020-05-04,-
South Dakota,1442.5,3.9989999999999997,2020-06-20,24.0,2020-05-04,-
Tennessee,841.1749999999998,6.7829999999999995,2020-05-05,8.0,2020-05-04,-
Texas,9000.624999999995,41.008,2020-05-30,114.025,2020-05-04,-
Utah,78.025,1.5830000000000002,2020-05-05,2.0,2020-05-04,-
Virginia,1204.4750000000004,28.866999999999997,2020-05-05,20.025,2020-05-04,-
Vermont,5.0,0.99,2020-05-05,0.0,2020-05-04,-
Washington,220.0,14.794,2020-05-05,6.0,2020-05-04,-
Wisconsin,654.2499999999999,10.05,2020-05-05,7.0,2020-05-04,-
West Virginia,341.04999999999995,1.976,2020-05-05,2.0,2020-05-04,-
Wyoming,0.0,0.0,2020-05-05,0.0,2020-05-04,-
Alaska,190.07499999999996,4.699,2020-04-17,6.0,2020-03-31,-
Alabama,13521.924999999996,341.035,2020-04-22,839.0749999999999,2020-03-31,-
Arkansas,758.0999999999999,18.444000000000003,2020-04-26,21.0,2020-03-31,-
Arizona,2137.3250000000003,40.092,2020-04-28,71.025,2020-03-31,-
California,9391.949999999997,122.35799999999999,2020-04-29,258.0,2020-03-31,-
Colorado,1673.4250000000006,84.609,2020-04-18,73.0,2020-03-31,-
Connecticut,888.15,40.547,2020-04-17,43.025,2020-03-31,-
District of Columbia,148.04999999999998,9.299,2020-04-17,5.0,2020-03-31,-
Delaware,56.049999999999976,7.354,2020-04-17,4.0,2020-03-31,-
Florida,13372.424999999996,178.611,2020-05-04,419.15,2020-03-31,-
Georgia,785.125,85.936,2020-04-24,24.0,2020-03-31,-
Hawaii,623.125,12.0,2020-05-03,14.0,2020-03-31,-
Iowa,728.1999999999999,45.123000000000005,2020-05-01,25.0,2020-03-31,-
Idaho,583.0,11.517999999999999,2020-04-26,17.0,2020-03-31,-
Illinois,8329.549999999996,92.795,2020-04-18,217.025,2020-03-31,-
Indiana,1503.3000000000002,36.426,2020-04-20,53.0,2020-03-31,-
Kansas,1061.1,17.88,2020-04-30,35.0,2020-03-31,-
Kentucky,1541.1000000000001,15.055,2020-05-17,34.0,2020-03-31,-
Louisiana,1080.0,67.133,2020-04-17,128.0,2020-03-31,-
Massachusetts,2644.225000000001,99.029,2020-04-17,129.05,2020-03-31,-
Maryland,2855.05,51.251000000000005,2020-04-29,101.0,2020-03-31,-
Maine,411.07499999999993,12.215,2020-04-18,14.0,2020-03-31,-
Michigan,1148.05,123.59700000000001,2020-04-17,171.0,2020-03-31,-
Minnesota,2970.075000000002,38.38,2020-04-24,95.0,2020-03-31,-
Missouri,2355.225,22.07,2020-05-21,47.0,2020-03-31,-
Mississippi,1009.075,39.995,2020-04-23,43.0,2020-03-31,-
Montana,361.025,8.792,2020-04-27,10.0,2020-03-31,-
North Carolina,4277.875000000001,49.856,2020-04-28,135.025,2020-03-31,-
North Dakota,228.02499999999998,5.596,2020-04-22,7.0,2020-03-31,-
Nebraska,647.1999999999999,14.544,2020-04-24,18.0,2020-03-31,-
New Hampshire,392.075,11.062000000000001,2020-04-18,13.0,2020-03-31,-
New Jersey,714.075,69.233,2020-04-17,100.025,2020-03-31,-
New Mexico,734.1,17.136,2020-04-25,20.025,2020-03-31,-
Nevada,1117.125,31.139,2020-04-22,43.0,2020-03-31,-
New York,4099.125,568.237,2020-04-17,573.025,2020-03-31,-
Ohio,2337.05,68.164,2020-04-20,112.0,2020-03-31,-
Oklahoma,409.1,48.773,2020-04-23,17.0,2020-03-31,-
Oregon,910.1499999999999,10.811,2020-05-08,20.025,2020-03-31,-
Pennsylvania,1722.075,60.457,2020-04-18,83.0,2020-03-31,-
Rhode Island,329.15,8.597999999999999,2020-04-21,10.0,2020-03-31,-
South Carolina,1409.3000000000006,29.726999999999997,2020-04-29,43.0,2020-03-31,-
South Dakota,365.1,6.47,2020-05-04,7.0,2020-03-31,-
Tennessee,1261.2250000000001,158.64,2020-04-20,75.0,2020-03-31,-
Texas,10759.399999999996,153.968,2020-05-07,308.0,2020-03-31,-
Utah,865.0749999999999,17.877,2020-04-24,22.0,2020-03-31,-
Virginia,8692.599999999997,57.864,2020-05-22,182.025,2020-03-31,-
Vermont,31.0,1.5519999999999998,2020-04-17,2.0,2020-03-31,-
Washington,1720.1750000000004,23.015,2020-04-17,35.025,2020-03-31,-
Wisconsin,1540.0500000000002,24.71,2020-04-29,46.0,2020-03-31,-
West Virginia,807.15,15.713,2020-05-03,17.0,2020-03-31,-
Wyoming,254.17499999999987,4.501,2020-05-04,5.025,2020-03-31,-
